question_id,domain_id,difficulty,question_text,is_multi,option_a,option_b,option_c,option_d,option_e,correct_answer,source
150,1,easy,Which table function is used to perform additional processing on the results of a previously-run query?,FALSE,QUERY_HISTORY,RESULT_SCAN,DESCRIBE_RESULTS,QUERY_HISTORY_BY_SESSION,,B,MANUAL
151,3,hard,Which actions can be performed using a resource monitor in Snowflake? (Choose two.),TRUE,Monitor the performance of individual queries in real-time.,Automatically allocate more storage space to a virtual warehouse.,Modify the queries being executed within a virtual warehouse.,Suspend a virtual warehouse when its credit usage reaches a defined limit.,Trigger a notification to account administrators when credit usage reaches a specified threshold.,"D,E",MANUAL
152,1,easy,Which Snowflake native tool can be used to diagnose and troubleshoot network connections?,FALSE,SnowSQL,Snowflake Python connector,Snowsight,SnowCD,,D,MANUAL
153,5,easy,Why would a Snowflake user load JSON data into a VARIANT column instead of a string column?,FALSE,A VARIANT column is more secure than a string column.,A VARIANT column compresses data and a string column does not.,A VARIANT column can be used to create a data hierarchy and a string column cannot.,A VARIANT column will have a better query performance than a string column.,,C,MANUAL
154,4,medium,How can a 5 GB table be downloaded into a single file MOST efficiently?,FALSE,Keep the default MAX_FILE_SIZE to 16 MB.,Set the default MAX_FILE_SIZE to 5 GB.,Set the SINGLE parameter to TRUE.,Use a regular expression in the stage specifications of the COPY command.,,C,MANUAL
155,2,hard,Which security models are used in Snowflake to manage access control? (Choose two.),TRUE,Discretionary Access Control (DAC),Identity Access Management (IAM),Mandatory Access Control (MAC),Role-Based Access Control (RBAC),Security Assertion Markup Language (SAML),"A,D",MANUAL
156,1,easy,Which Snowflake governance feature allows users to assign metadata labels to improve data governance and database access control?,FALSE,Secure functions,Secure views,Object tagging,Row-level security,,C,MANUAL
157,6,medium,True or False: Data Providers can share data with only the Data Consumer.,FALSE,True,False,,,,B,MANUAL
158,6,medium,What is the MINIMUM Snowflake edition that supports database replication?,FALSE,Standard,Enterprise,Business Critical,Virtual Private Snowflake (VPS),,B,MANUAL
159,5,hard,"Which Snowflake function and command combination should be used to convert rows in a relational table to a single VARIANT column, and unload the rows into a file in JSON format? (Choose two.)",TRUE,PUT,GET,COPY,EXPORT,OBJECT_CONSTRUCT,"C,E",MANUAL
160,4,easy,What Snowflake recommendation is designed to ensure that staged data is only loaded once?,FALSE,Partitioning staged data files,Loading only the most recently-staged data files,Removing data files after loading,Identifying and removing duplicates after each data load,,C,MANUAL
161,2,easy,Which privilege grants the ability to set a column-level security masking policy on a table or view column?,FALSE,APPLY,CREATE,SET,MODIFY,,A,MANUAL
162,2,hard,"When sharing data in Snowflake, what privileges does a Provider need to grant along with a share? (Choose two.)",TRUE,USAGE on the specific tables in the database.,MODIFY on the specific tables in the database.,SELECT on the specific tables in the database.,USAGE on the database and the schema containing the tables to share.,OPERATE on the database and the schema containing the tables to share.,"C,D",MANUAL
163,3,medium,How can the Query Profile be used to troubleshoot a problematic query?,FALSE,It will indicate if a virtual warehouse memory is too small to run the query.,It will indicate if a user lacks the privileges needed to run the query.,It will indicate if a virtual warehouse is in auto-scale mode.,It will indicate if the user has enough Snowflake credits to run the query.,,A,MANUAL
165,6,easy,Which data sharing option allows a Snowflake user to set up and manage a group of accounts and offer a share to that group?,FALSE,Free listing,Paid listing,Direct share,Data Exchange,,D,MANUAL
166,4,easy,What kind of authentication do Snowpipe REST endpoints use?,FALSE,OAuth,Key-based,Username and password,Single Sign-On (SSO),,B,MANUAL
167,5,hard,What are the possible values within a METADATA$ACTION column in a Snowflake stream? (Choose two.),TRUE,INSERT,UPDATE,DELETE,TRUNCATE,UPSERT,"A,C",MANUAL
168,6,medium,The fail-safe retention period is how many days?,FALSE,1 day,7 days,45 days,90 days,,B,MANUAL
169,1,medium,"What is the MINIMUM Snowflake edition that offers data protection for extremely sensitive data, such as Protected Health Information (PHI)?",FALSE,Standard,Enterprise,Business Critical,Virtual Private Snowflake (VPS),,C,MANUAL
170,4,easy,"What takes the highest precedence in Snowflake file format options, when specified in multiple locations during data loading?",FALSE,The stage definition,The table definition,The use of a COPY INTO [table] statement,The use of a COPY INTO [location] statement,,C,MANUAL
171,5,easy,Which service or tool is a Command Line Interface (CLI) client used for connecting to Snowflake to execute SQL queries?,FALSE,Snowsight,SnowCD,Snowpark,SnowSQL,,D,MANUAL
172,1,hard,What Snowflake objects can contain custom application logic written in JavaScript? (Choose two.),TRUE,Stored procedures,Stages,Tasks,Views,User-Defined Functions (UDFs),"A,E",MANUAL
174,2,easy,Which command should be used to assign a key to a Snowflake user who needs to connect using key pair authentication?,FALSE,ALTER USER jsmith SET RSA_P8_KEY='MIIBIjANBgkqh...';,ALTER USER jsmith SET ENCRYPTED_KEY='MIIBIjANBgkqh...';,ALTER USER jsmith SET RSA_PRIVATE_KEY='MIIBIjANBgkqh...';,ALTER USER jsmith SET RSA_PUBLIC_KEY='MIIBIjANBgkqh...';,,D,MANUAL
175,6,hard,Secured Data Sharing is allowed for which Snowflake database objects? (Choose two.),TRUE,Tables,User-Defined Table Functions (UDTFs),Secure views,Stored procedures,Worksheets,"A,C",MANUAL
176,3,hard,What optional properties can a Snowflake user set when creating a virtual warehouse? (Choose two.),TRUE,Auto-suspend,Cache size,Default role,Resource monitor,Storage size,"A,D",MANUAL
177,4,easy,What is the purpose of the use of the VALIDATE command?,FALSE,To view any queries that encountered an error,To verify that a SELECT query will run without error,To prevent a PUT statement from running if an error occurs,To see all errors from a previously run COPY INTO [table] statement,,D,MANUAL
178,4,easy,Which function is used to unload a relational table into a JSON file?,FALSE,PARSE_JSON,JSON_EXTRACT_PATH_TEXT,OBJECT_CONSTRUCT,TO_JSON,,C,MANUAL
179,1,medium,"True or False: Once created, a micro-partition will never be changed.",FALSE,True,False,,,,A,MANUAL
180,4,easy,Which command is used to unload data from a Snowflake table into a Snowflake stage?,FALSE,GET,CREATE STAGE,COPY INTO [location],PUT,,C,MANUAL
181,2,medium,"What should an account administrator do to help a user log into Snowflake, if the user cannot authenticate using Multi-Factor Authentication (MFA)?",FALSE,Set DISABLE_MFA to TRUE for the user.,Set MINS_TO_BYPASS_MFA equal to 0 for the user.,Set ALLOW_ID_TOKEN to FALSE for the user.,Set ALLOW_CLIENT_MFA_CACHING to FALSE for the user.,,A,MANUAL
182,6,easy,Which command can be executed from a reader account?,FALSE,INSERT,CREATE SHARE,SHOW PROCEDURES,COPY INTO [location],,D,MANUAL
183,2,easy,Which command line parameter value can be pre-specified as an environment variable in SnowSQL?,FALSE,HOST,VARIABLE,OPTION,MFA-PASSCODE,,A,MANUAL
184,4,easy,Which command is used to determine the file name of each row of data from a staged file?,FALSE,SHOW FILE FORMATS,SELECT METADATA$FILE_CONTENT_KEY,SELECT METADATA$FILE_ROW_NUMBER,SELECT METADATA$FILENAME,,D,MANUAL
185,3,easy,Which Snowflake feature improves the performance of point lookup queries?,FALSE,Materialized views,Automatic clustering,Query acceleration service,Search optimization service,,D,MANUAL
186,3,hard,What is the impact of selecting one Snowflake edition over another? (Choose two.),TRUE,The edition will impact the unit costs for storage.,The edition will impact which regions can be accessed by the accounts.,The edition will determine the unit costs for the compute credits.,The edition will impact the total allowed storage space.,The edition will set a limit on the number of compute credits that can be consumed.,"A,C",MANUAL
187,1,medium,What services does Snowflake automatically provide for customers that they may have been responsible for with their on-premise system? (Choose all that apply.),TRUE,Installing and configuring hardware,Patching software,Physical security,Maintaining metadata and statistics,,"A,B,D",MANUAL
188,4,easy,Which command should be used to drop files from an internal or external stage?,FALSE,DELETE,DROP,REMOVE,TRUNCATE,,C,MANUAL
189,3,hard,Which parameters can be used together to ensure that a virtual warehouse never has a backlog of queued SQL statements? (Choose two.),TRUE,STATEMENT_QUEUED_TIMEOUT_IN_SECONDS,STATEMENT_TIMEOUT_IN_SECONDS,DATA_RETENTION_TIME_IN_DAYS,MAX_CONCURRENCY_LEVEL,MAX_DATA_EXTENSION_TIME_IN_DAYS,"A,D",MANUAL
190,3,easy,What action should be taken if a large number of concurrent queries are queued in a virtual warehouse?,FALSE,Scale-up by resizing the warehouse.,Scale-out with a multi-cluster warehouse.,Disable auto-suspend on the warehouse.,Enable auto-resume on the warehouse.,,B,MANUAL
191,2,easy,Which feature is supported in column-level security in Snowflake?,FALSE,Object tagging,Data classification,External tokenization,Tag-based masking policies,,D,MANUAL
192,2,medium,A network policy applied at the user level takes precedence over a network policy applied to what Snowflake object?,FALSE,A role,An account,A database,An organization,,B,MANUAL
193,1,easy,Which Snowflake storage object can be used to store data beyond a single session and will not incur Fail-safe costs?,FALSE,Permanent table,External table,Temporary table,Transient table,,D,MANUAL
194,1,hard,Using which object-level parameters will help limit query processing and concurrency slowdowns? (Choose two.),TRUE,MULTI_STATEMENT_COUNT,ENABLE_QUERY_ACCELERATION,STATEMENT_TIMEOUT_IN_SECONDS,STATEMENT_QUEUED_TIMEOUT_IN_SECONDS,QUERY_ACCELERATION_MAX_SCALE_FACTOR,"C,D",MANUAL
195,4,easy,Which of the following statements would be used to export/unload data from Snowflake?,FALSE,COPY INTO @stage,EXPORT TO @stage,INSERT INTO @stage,"EXPORT_TO_STAGE(stage => @stage, select => 'select * from t1');",,A,MANUAL
196,1,medium,"The ORDERS table contains 12,000 rows. Which query will return 10 rows that are randomly sampled from the table every time the query is run?",FALSE,select * from ORDERS fetch 10;,select * from ORDERS limit 10;,select * from ORDERS sample (10);,select * from ORDERS tablesample (10 rows);,,D,MANUAL
